FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight,AGE_DAYS,AGE
Roxanne Modafferi,67.0,125.0,69.0,Orthodox,1982-09-24,http://ufcstats.com/fighter-details/4498b382c65a7faa,True,15356.0,42
Bobby Moffett,70.0,145.0,73.0,Orthodox,1990-06-01,http://ufcstats.com/fighter-details/d76ad9a08c4408ff,True,12549.0,34
Nate Mohr,69.0,155.0,72.0,Orthodox,1983-03-03,http://ufcstats.com/fighter-details/04c15b52c3cc1cab,True,15196.0,41
Renato Moicano,71.0,155.0,72.0,Orthodox,1989-05-21,http://ufcstats.com/fighter-details/b6452706b373eea1,True,12925.0,35
Thiago Moises,69.0,155.0,70.0,Orthodox,1995-03-23,http://ufcstats.com/fighter-details/d945aae53e3e54e6,True,10793.0,29
Muhammad Mokaev,67.0,125.0,70.0,Orthodox,2000-07-30,http://ufcstats.com/fighter-details/75353550928a7921,True,8837.0,24
Ashkan Mokhtarian,66.0,125.0,67.0,Southpaw,1985-09-15,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,True,14269.0,39
Suman Mokhtarian,68.0,145.0,72.0,Orthodox,1992-06-13,http://ufcstats.com/fighter-details/192520689012c7e4,True,11806.0,32
Jeff Molina,66.0,125.0,69.0,Orthodox,1997-07-17,http://ufcstats.com/fighter-details/008ea710276c9606,True,9946.0,27
Rudyard Moncayo,70.0,195.0,,Orthodox,,http://ufcstats.com/fighter-details/02d276b7d62b3472,True,,0
Jeff Monson,69.0,247.0,74.0,Orthodox,1971-01-18,http://ufcstats.com/fighter-details/cbfd1d34356a004c,True,19623.0,53
Darrell Montague,66.0,125.0,67.0,Southpaw,1987-11-03,http://ufcstats.com/fighter-details/bffeb123b21c9aad,True,13490.0,36
Augusto Montano,73.0,170.0,73.0,Orthodox,1984-10-25,http://ufcstats.com/fighter-details/94508d80e1f885fc,True,14594.0,39
Erick Montano,72.0,170.0,73.0,Orthodox,1985-11-19,http://ufcstats.com/fighter-details/8163cd7de0342652,True,14204.0,38
Nicco Montano,65.0,135.0,65.0,Southpaw,1988-12-16,http://ufcstats.com/fighter-details/1de9ad94de18eeaf,True,13081.0,35
Steve Montgomery,76.0,185.0,,Southpaw,1990-12-19,http://ufcstats.com/fighter-details/6e92eb1242b46636,True,12348.0,33
James Moontasri,70.0,170.0,71.0,Switch,1988-04-10,http://ufcstats.com/fighter-details/c06a9b48d4132c8e,True,13331.0,36
Homer Moore,70.0,205.0,,Orthodox,1971-11-27,http://ufcstats.com/fighter-details/e56df3c1d8b4b1cc,True,19310.0,52
Sergio Moraes,72.0,170.0,72.0,Orthodox,1982-07-23,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,True,15419.0,42
Marlon Moraes,66.0,135.0,67.0,Orthodox,1988-04-26,http://ufcstats.com/fighter-details/fea79f9bc8c68769,True,13315.0,36
Sheymon Moraes,68.0,145.0,72.0,Orthodox,1990-10-11,http://ufcstats.com/fighter-details/0d62719b1dcf7c40,True,12417.0,33
John Moraga,66.0,125.0,66.0,Orthodox,1984-03-20,http://ufcstats.com/fighter-details/92437c6775b3f7d1,True,14813.0,40
Leonardo Morales,68.0,135.0,,Southpaw,1992-12-22,http://ufcstats.com/fighter-details/45230be0641f3f53,True,11614.0,31
Albert Morales,69.0,135.0,72.0,Orthodox,1991-05-25,http://ufcstats.com/fighter-details/544d7460b3e44393,True,12191.0,33
Joseph Morales,66.0,125.0,69.0,Switch,1994-08-22,http://ufcstats.com/fighter-details/2fe9032955c2e013,True,11006.0,30
Vince Morales,67.0,135.0,70.0,Orthodox,1990-11-12,http://ufcstats.com/fighter-details/37098a6e6c27fb66,True,12385.0,33
Omar Morales,71.0,155.0,73.0,Orthodox,1985-10-17,http://ufcstats.com/fighter-details/a0e6753c42698f13,True,14237.0,38
Michael Morales,72.0,170.0,79.0,Orthodox,1999-06-24,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,True,9239.0,25
Sarah Moras,67.0,135.0,67.0,Orthodox,1988-04-30,http://ufcstats.com/fighter-details/539ed332b3078821,True,13311.0,36
Christian Morecraft,78.0,260.0,81.0,Orthodox,1986-09-08,http://ufcstats.com/fighter-details/80779d7441af1b52,True,13911.0,38
Joe Moreira,71.0,195.0,,Southpaw,,http://ufcstats.com/fighter-details/df85d6ec3493d120,True,,0
Richardson Moreira,74.0,185.0,,Orthodox,1984-03-31,http://ufcstats.com/fighter-details/9147679e1a4ad4a3,True,14802.0,40
Vinicius Moreira,76.0,205.0,76.0,Orthodox,1989-02-28,http://ufcstats.com/fighter-details/acb36c908d415c4a,True,13007.0,35
Brandon Moreno,67.0,125.0,70.0,Orthodox,1993-12-07,http://ufcstats.com/fighter-details/792be9a24df82ed6,True,11264.0,30
Dan Moret,72.0,155.0,73.0,Southpaw,1986-11-21,http://ufcstats.com/fighter-details/66e98b3bb5fc5250,True,13837.0,37
Sammy Morgan,70.0,170.0,,Orthodox,1981-09-28,http://ufcstats.com/fighter-details/2067a177a2842fbf,True,15717.0,43
Peggy Morgan,73.0,135.0,,,1979-12-16,http://ufcstats.com/fighter-details/92b36014314b028b,True,16369.0,44
Alex Morono,71.0,170.0,72.0,Orthodox,1990-08-16,http://ufcstats.com/fighter-details/cdb96af67d096b1e,True,12473.0,34
Maryna Moroz,67.0,125.0,67.0,Orthodox,1991-09-08,http://ufcstats.com/fighter-details/b4192a975027aab6,True,12085.0,33
Sergey Morozov,66.0,135.0,67.0,Orthodox,1989-06-14,http://ufcstats.com/fighter-details/2f6a993c7f547c13,True,12901.0,35
Brad Morris,74.0,205.0,,Orthodox,1979-11-01,http://ufcstats.com/fighter-details/6803d4d6908354ac,True,16414.0,44
Scott Morris,70.0,210.0,,Orthodox,,http://ufcstats.com/fighter-details/be9d259be012e8a4,True,,0
Harry Moskowitz,77.0,275.0,,Orthodox,,http://ufcstats.com/fighter-details/4dc496aa0cfc0d95,True,,0
Carlos Mota,64.0,125.0,69.0,Orthodox,1995-04-15,http://ufcstats.com/fighter-details/b15862fcd6ded451,True,10770.0,29
Nikolas Motta,69.0,155.0,70.0,Orthodox,1993-02-08,http://ufcstats.com/fighter-details/37f560436d745c18,True,11566.0,31
Flavio Luiz Moura,71.0,183.0,,Open Stance,,http://ufcstats.com/fighter-details/ab35634d1a8c7a11,True,,0
Eduarda Moura,66.0,125.0,66.0,Orthodox,1994-02-28,http://ufcstats.com/fighter-details/de594b35c45c2e9a,True,11181.0,30
Gegard Mousasi,74.0,185.0,76.0,Orthodox,1985-08-01,http://ufcstats.com/fighter-details/232c582f29f8f65e,True,14314.0,39
Kris Moutinho,67.0,135.0,68.0,Southpaw,1992-08-09,http://ufcstats.com/fighter-details/9c27f3217891f3f0,True,11749.0,32
Jamie Moyle,61.0,115.0,65.0,Orthodox,1989-03-17,http://ufcstats.com/fighter-details/882d62561063a927,True,12990.0,35
Askar Mozharov,75.0,205.0,74.0,Orthodox,1994-10-26,http://ufcstats.com/fighter-details/e92901944ce91909,True,10941.0,29
Lauren Mueller,65.0,125.0,67.0,Orthodox,1991-11-15,http://ufcstats.com/fighter-details/f923e012414c883e,True,12017.0,32
Belal Muhammad,71.0,170.0,72.0,Orthodox,1988-07-09,http://ufcstats.com/fighter-details/b1b0729d27936f2f,True,13241.0,36
Quinn Mulhern,75.0,155.0,,Orthodox,1984-09-20,http://ufcstats.com/fighter-details/16af2d5a6f28bee2,True,14629.0,40
James Mulheron,70.0,243.0,73.0,Orthodox,1988-02-20,http://ufcstats.com/fighter-details/8d5350fa18b79e9a,True,13381.0,36
Jamie Mullarkey,72.0,155.0,74.0,Orthodox,1994-08-17,http://ufcstats.com/fighter-details/af9f42e6894047fc,True,11011.0,30
Jim Mullen,73.0,215.0,,Southpaw,,http://ufcstats.com/fighter-details/1a49e0670dfaca31,True,,0
Melissa Mullins,67.0,135.0,68.0,Orthodox,1991-07-23,http://ufcstats.com/fighter-details/bd532e9a2b93870c,True,12132.0,33
Pedro Munhoz,66.0,135.0,65.0,Orthodox,1986-09-07,http://ufcstats.com/fighter-details/6bd02119599741a4,True,13912.0,38
Andre Muniz,73.0,185.0,78.0,Southpaw,1990-02-17,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,True,12653.0,34
Mark Munoz,72.0,185.0,71.0,Orthodox,1978-02-09,http://ufcstats.com/fighter-details/179f1948dc234f1f,True,17044.0,46
Alexander Munoz,69.0,155.0,72.0,Switch,1990-02-27,http://ufcstats.com/fighter-details/f8f1ec513bcfef43,True,12643.0,34
Johnny Munoz,69.0,135.0,71.0,Orthodox,1993-02-16,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,True,11558.0,31
Makhmud Muradov,74.0,185.0,75.0,Orthodox,1990-02-08,http://ufcstats.com/fighter-details/ea7e5bc78d9de658,True,12662.0,34
Kanako Murata,61.0,115.0,62.0,Orthodox,1993-08-10,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,True,11383.0,31
Tom Murphy,74.0,227.0,,Southpaw,1974-11-19,http://ufcstats.com/fighter-details/62918a2118de08b2,True,18222.0,49
Lauren Murphy,65.0,125.0,67.0,Orthodox,1983-07-27,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,True,15050.0,41
Lerone Murphy,69.0,145.0,73.0,Orthodox,1991-07-22,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,True,12133.0,33
Lee Murray,75.0,185.0,,Orthodox,1977-09-12,http://ufcstats.com/fighter-details/32016899d0a222a3,True,17194.0,47
Khalid Murtazaliev,72.0,185.0,76.0,Orthodox,1993-07-15,http://ufcstats.com/fighter-details/231cae8b77fbbcc1,True,11409.0,31
Azamat Murzakanov,70.0,205.0,71.0,Southpaw,1989-04-12,http://ufcstats.com/fighter-details/e90a2f22417af68e,True,12964.0,35
Nicholas Musoke,72.0,170.0,75.0,Orthodox,1986-04-05,http://ufcstats.com/fighter-details/8b5f9ea38184ded3,True,14067.0,38
Magomed Mustafaev,68.0,155.0,71.0,Orthodox,1988-08-02,http://ufcstats.com/fighter-details/31d7446b184e3305,True,13217.0,36
Elvis Mutapcic,72.0,185.0,72.0,Orthodox,1986-07-19,http://ufcstats.com/fighter-details/28c55b4087a6f136,True,13962.0,38
Muhammad Naimov,69.0,145.0,70.0,Orthodox,1994-08-07,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,True,11021.0,30
Rin Nakai,61.0,135.0,,Orthodox,1986-10-22,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,True,13867.0,37
Kazuhiro Nakamura,71.0,205.0,70.0,Orthodox,1979-07-16,http://ufcstats.com/fighter-details/b034747dc1d15491,True,16522.0,45
Keita Nakamura,71.0,170.0,73.0,Southpaw,1984-05-22,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,True,14750.0,40
Rinya Nakamura,67.0,135.0,68.0,Southpaw,1995-03-23,http://ufcstats.com/fighter-details/d8c811df0386d5e8,True,10793.0,29
Jutaro Nakao,69.0,170.0,,Southpaw,1970-11-30,http://ufcstats.com/fighter-details/95eb112a85601a0a,True,19672.0,53
Yui Chul Nam,69.0,145.0,,Orthodox,1981-07-16,http://ufcstats.com/fighter-details/a00ec21cfbba17b6,True,15791.0,43
Tyson Nam,67.0,125.0,68.0,Orthodox,1983-10-06,http://ufcstats.com/fighter-details/6e00cfffd54653c4,True,14979.0,41
Rose Namajunas,65.0,125.0,65.0,Orthodox,1992-06-29,http://ufcstats.com/fighter-details/47b63240018d5d86,True,11790.0,32
Nad Narimani,68.0,145.0,70.0,Orthodox,1987-04-14,http://ufcstats.com/fighter-details/776a58a67665a171,True,13693.0,37
Roger Narvaez,75.0,185.0,,Southpaw,1983-09-09,http://ufcstats.com/fighter-details/3a12a2f096a6d975,True,15006.0,41
Allan Nascimento,68.0,125.0,69.0,Orthodox,1991-09-11,http://ufcstats.com/fighter-details/253076a23d03dcd0,True,12082.0,33
Rodrigo Nascimento,74.0,246.0,80.0,Orthodox,1992-11-26,http://ufcstats.com/fighter-details/d31a5546c0e9b213,True,11640.0,31
Bobby Nash,72.0,170.0,74.0,Orthodox,1990-03-26,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea,True,12616.0,34
Reza Nasri,71.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/d41937647eae9a34,True,,0
Rafael Natal,72.0,185.0,77.0,Orthodox,1982-12-25,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,True,15264.0,41
Kevin Natividad,66.0,135.0,70.0,Orthodox,1993-04-02,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1,True,11513.0,31
Ismail Naurdiev,70.0,185.0,74.0,Orthodox,1996-08-18,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,True,10279.0,28
Tafon Nchukwi,72.0,185.0,77.0,Orthodox,1994-10-14,http://ufcstats.com/fighter-details/6aae253467e8f9ce,True,10953.0,29
Dustin Neace,69.0,145.0,69.0,,1986-09-12,http://ufcstats.com/fighter-details/e503aa5c252a1b4d,True,13907.0,38
Geoff Neal,71.0,170.0,75.0,Southpaw,1990-08-28,http://ufcstats.com/fighter-details/b997be68943010fc,True,12461.0,34
Stanislav Nedkov,71.0,205.0,71.0,Orthodox,1981-12-09,http://ufcstats.com/fighter-details/1d4bbaabd8b60173,True,15645.0,42
Josh Neer,71.0,170.0,72.0,Orthodox,1983-03-24,http://ufcstats.com/fighter-details/d1a1314976c50bef,True,15175.0,41
Nicolae Negumereanu,72.0,205.0,78.0,Orthodox,1994-09-04,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb,True,10993.0,30
Steve Nelmark,72.0,240.0,,Orthodox,,http://ufcstats.com/fighter-details/13e62d766b709aa6,True,,0
Shane Nelson,69.0,155.0,70.0,Southpaw,1984-11-29,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,True,14559.0,39
Roy Nelson,72.0,263.0,73.0,Orthodox,1976-06-20,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,True,17643.0,48
Gunnar Nelson,71.0,170.0,72.0,Switch,1988-07-28,http://ufcstats.com/fighter-details/fd55393021a8c255,True,13222.0,36
Kyle Nelson,71.0,145.0,71.0,Switch,1991-04-20,http://ufcstats.com/fighter-details/31f8081c7600da93,True,12226.0,33
Mario Neto,72.0,229.0,,Orthodox,,http://ufcstats.com/fighter-details/1209b5134401ca53,True,,0
Antonio Braga Neto,75.0,185.0,77.0,Orthodox,1987-10-29,http://ufcstats.com/fighter-details/fae67903c4fe636b,True,13495.0,36
Journey Newson,65.0,135.0,67.0,Orthodox,1989-03-07,http://ufcstats.com/fighter-details/78f485f851891d68,True,13000.0,35
Jeff Newton,74.0,205.0,,Sideways,1966-12-11,http://ufcstats.com/fighter-details/94609dd91731d428,True,21122.0,57
Carlos Newton,69.0,170.0,,Orthodox,1976-08-17,http://ufcstats.com/fighter-details/952f6fa06f25a0ec,True,17585.0,48
Francis Ngannou,76.0,250.0,83.0,Orthodox,1986-09-05,http://ufcstats.com/fighter-details/8d03ce87ca14e778,True,13914.0,38
Ben Nguyen,65.0,125.0,65.0,Switch,1988-08-03,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,True,13216.0,36
Steven Nguyen,71.0,145.0,73.0,Switch,1993-05-19,http://ufcstats.com/fighter-details/69037fc7730e4225,True,11466.0,31
Alex Nicholson,76.0,185.0,77.0,Orthodox,1990-05-02,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,True,12579.0,34
Bo Nickal,73.0,185.0,76.0,Southpaw,1996-01-14,http://ufcstats.com/fighter-details/35673bf5204524ee,True,10496.0,28
Mike Nickels,76.0,205.0,,Orthodox,1971-12-13,http://ufcstats.com/fighter-details/330ec26453c44a59,True,19294.0,52
Matheus Nicolau,66.0,125.0,66.0,Orthodox,1993-01-06,http://ufcstats.com/fighter-details/1a31ef98efce7a79,True,11599.0,31
Stewart Nicoll,65.0,125.0,65.0,Orthodox,1994-11-04,http://ufcstats.com/fighter-details/2bd98ab77a8daa75,True,10932.0,29
Tom Niinimaki,69.0,145.0,69.0,Orthodox,1982-07-25,http://ufcstats.com/fighter-details/5fceb45939fc0c8a,True,15417.0,42
Ramsey Nijem,71.0,155.0,75.0,Orthodox,1988-04-01,http://ufcstats.com/fighter-details/22aa91e402d0fe1f,True,13340.0,36
Jack Nilson,,,,,,http://ufcstats.com/fighter-details/53e533db1b8e9712,True,,0
Mats Nilsson,73.0,170.0,,Orthodox,1983-12-05,http://ufcstats.com/fighter-details/a9bcf8717dd12532,True,14919.0,40
Guangyou Ning,64.0,145.0,64.0,Southpaw,1981-12-15,http://ufcstats.com/fighter-details/2c1170b825f58e57,True,15639.0,42
Anthony Njokuani,73.0,155.0,75.0,Orthodox,1980-03-01,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,True,16293.0,44
Chidi Njokuani,75.0,170.0,80.0,Orthodox,1988-12-31,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,True,13066.0,35
Derrick Noble,69.0,170.0,,Southpaw,1978-08-14,http://ufcstats.com/fighter-details/21321cdfba797c52,True,16858.0,46
Pedro Nobre,65.0,135.0,,,1986-02-13,http://ufcstats.com/fighter-details/e983c62faf677ab2,True,14118.0,38
Antonio Rodrigo Nogueira,75.0,240.0,77.0,Orthodox,1976-06-02,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd,True,17661.0,48
Rogerio Nogueira,74.0,205.0,75.0,Southpaw,1976-06-02,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,True,17661.0,48
Kyle Noke,73.0,170.0,76.0,Southpaw,1980-03-18,http://ufcstats.com/fighter-details/7339d340aa2889cb,True,16276.0,44
Tom Nolan,75.0,155.0,73.0,Southpaw,2000-03-08,http://ufcstats.com/fighter-details/6c3b2525436cf5d4,True,8981.0,24
KJ Noons,70.0,155.0,70.0,Orthodox,1982-12-07,http://ufcstats.com/fighter-details/b7ffa72aa148599a,True,15282.0,41
Sage Northcutt,72.0,170.0,71.0,Orthodox,1996-03-01,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,True,10449.0,28
Jason Novelli,72.0,155.0,,Orthodox,1979-06-08,http://ufcstats.com/fighter-details/459e4dc69ec669b2,True,16560.0,45
Phillipe Nover,69.0,145.0,72.0,Orthodox,1984-02-03,http://ufcstats.com/fighter-details/64360e618823a8e4,True,14859.0,40
Shayilan Nuerdanbieke,68.0,145.0,69.0,Orthodox,1994-05-04,http://ufcstats.com/fighter-details/0a73acff6325c1e2,True,11116.0,30
Diego Nunes,66.0,145.0,67.0,Orthodox,1982-11-30,http://ufcstats.com/fighter-details/3a24769a4855040a,True,15289.0,41
Amanda Nunes,68.0,135.0,69.0,Orthodox,1988-05-30,http://ufcstats.com/fighter-details/80fa8218c99f9c58,True,13281.0,36
Nina Nunes,65.0,125.0,64.0,Orthodox,1985-12-03,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,True,14190.0,38
Istela Nunes,64.0,115.0,66.0,Orthodox,1992-07-23,http://ufcstats.com/fighter-details/efc67b07eed39794,True,11766.0,32
Josiane Nunes,62.0,135.0,67.0,Southpaw,1993-12-23,http://ufcstats.com/fighter-details/68d35296f566792b,True,11248.0,30
Khabib Nurmagomedov,70.0,155.0,70.0,Orthodox,1988-09-20,http://ufcstats.com/fighter-details/032cc3922d871c7f,True,13168.0,36
Said Nurmagomedov,68.0,135.0,70.0,Orthodox,1992-04-05,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,True,11875.0,32
Abubakar Nurmagomedov,71.0,170.0,72.0,Orthodox,1989-11-13,http://ufcstats.com/fighter-details/029e1293e609fd74,True,12749.0,34
Umar Nurmagomedov,68.0,135.0,69.0,Orthodox,1996-01-03,http://ufcstats.com/fighter-details/2b6fc1c02736833d,True,10507.0,28
Kennedy Nzechukwu,77.0,205.0,83.0,Southpaw,1992-06-13,http://ufcstats.com/fighter-details/8667caa0451d245b,True,11806.0,32
Jake O'Brien,75.0,205.0,76.0,Orthodox,1984-09-25,http://ufcstats.com/fighter-details/20bcc9966affb19c,True,14624.0,40
TJ O'Brien,74.0,155.0,,Orthodox,1987-01-01,http://ufcstats.com/fighter-details/d25b93992f285953,True,13796.0,37
Sean O'Connell,73.0,205.0,74.0,Orthodox,1983-09-02,http://ufcstats.com/fighter-details/cb52f9490c2dc069,True,15013.0,41
Sean O'Malley,71.0,135.0,72.0,Switch,1994-10-24,http://ufcstats.com/fighter-details/b50a426a33da0012,True,10943.0,29
Chuck O'Neil,74.0,170.0,,,1985-09-22,http://ufcstats.com/fighter-details/56bc9ccb609df534,True,14262.0,39
Casey O'Neill,66.0,125.0,69.0,Orthodox,1997-10-07,http://ufcstats.com/fighter-details/04835018f90b118c,True,9864.0,27
Brendan O'Reilly,67.0,170.0,69.0,Orthodox,1987-06-24,http://ufcstats.com/fighter-details/494b0bfdbac74502,True,13622.0,37
Volkan Oezdemir,74.0,205.0,75.0,Orthodox,1989-09-19,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,True,12804.0,35
Kaan Ofli,67.0,145.0,66.0,Orthodox,1993-06-19,http://ufcstats.com/fighter-details/7facc9c45d792985,True,11435.0,31
Trey Ogden,71.0,155.0,72.0,Orthodox,1989-11-14,http://ufcstats.com/fighter-details/cfc3e7bb44685289,True,12748.0,34
Andy Ogle,68.0,145.0,69.0,Orthodox,1989-02-16,http://ufcstats.com/fighter-details/b6c4451cb13c9303,True,13019.0,35
Koji Oishi,68.0,170.0,,Orthodox,1977-05-31,http://ufcstats.com/fighter-details/01daf32100ed7517,True,17298.0,47
Yushin Okami,74.0,170.0,75.0,Southpaw,1981-07-21,http://ufcstats.com/fighter-details/acff437707625fc7,True,15786.0,43
Bolaji Oki,70.0,155.0,73.0,Orthodox,1995-11-15,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,True,10556.0,28
Aleksei Oleinik,74.0,240.0,80.0,Orthodox,1977-06-20,http://ufcstats.com/fighter-details/98c23cb6da5b3352,True,17278.0,47
Michal Oleksiejczuk,72.0,185.0,74.0,Southpaw,1995-02-22,http://ufcstats.com/fighter-details/0d65c432720accb9,True,10822.0,29
Rafaello Oliveira,68.0,155.0,71.0,Orthodox,1982-01-26,http://ufcstats.com/fighter-details/15b1b21cd743d652,True,15597.0,42
Charles Oliveira,70.0,155.0,74.0,Orthodox,1989-10-17,http://ufcstats.com/fighter-details/07225ba28ae309b6,True,12776.0,34
Ednaldo Oliveira,77.0,205.0,,Orthodox,1984-02-19,http://ufcstats.com/fighter-details/acd9513399a8b09b,True,14843.0,40
Alex Oliveira,71.0,170.0,76.0,Orthodox,1988-02-21,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,True,13380.0,36
Maria Oliveira,66.0,115.0,69.0,Orthodox,1996-12-12,http://ufcstats.com/fighter-details/37d752ec41ed84bb,True,10163.0,27
Saimon Oliveira,64.0,135.0,72.0,Orthodox,1991-04-21,http://ufcstats.com/fighter-details/72ea1984c52019b5,True,12225.0,33
Vinicius Oliveira,69.0,135.0,70.0,Switch,1995-11-30,http://ufcstats.com/fighter-details/18d01f7f8338ae72,True,10541.0,28
Ravena Oliveira,65.0,115.0,65.0,Orthodox,1997-02-20,http://ufcstats.com/fighter-details/4948e412fa6ab67d,True,10093.0,27
Wendell Oliveira Marques,70.0,170.0,,Orthodox,1983-06-01,http://ufcstats.com/fighter-details/32c03df3c9760069,True,15106.0,41
Felipe Olivieri,69.0,155.0,,Orthodox,1985-04-12,http://ufcstats.com/fighter-details/948880beac71f028,True,14425.0,39
Gadzhi Omargadzhiev,73.0,170.0,71.0,Switch,1993-02-24,http://ufcstats.com/fighter-details/684d3aee255a3d09,True,11550.0,31
Alan Omer,70.0,145.0,,Orthodox,1988-09-14,http://ufcstats.com/fighter-details/f2ad06f1007c481a,True,13174.0,36
Daniel Omielanczuk,72.0,247.0,74.0,Southpaw,1982-08-31,http://ufcstats.com/fighter-details/470fedbc8563ac47,True,15380.0,42
Michihiro Omigawa,66.0,145.0,68.0,Orthodox,1975-12-19,http://ufcstats.com/fighter-details/9f842be1a5337be6,True,17827.0,48
David Onama,71.0,145.0,74.0,Orthodox,1994-06-07,http://ufcstats.com/fighter-details/ffe9703408fb5964,True,11082.0,30
Charlie Ontiveros,74.0,155.0,74.0,Switch,1991-07-04,http://ufcstats.com/fighter-details/318572f6f74b760d,True,12151.0,33
Myktybek Orolbai,70.0,155.0,74.0,Orthodox,1998-02-10,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,True,9738.0,26
Brian Ortega,68.0,145.0,69.0,Switch,1991-02-21,http://ufcstats.com/fighter-details/def8166ff24bd237,True,12284.0,33
Tito Ortiz,75.0,205.0,74.0,Orthodox,1975-01-23,http://ufcstats.com/fighter-details/2f732dd9210d301f,True,18157.0,49
Dustin Ortiz,65.0,125.0,65.0,Orthodox,1988-12-25,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,True,13072.0,35
Ode Osbourne,67.0,125.0,73.0,Southpaw,1992-01-09,http://ufcstats.com/fighter-details/6d68c1afe954f121,True,11962.0,32
Nick Osipczak,74.0,170.0,76.0,Orthodox,1984-12-30,http://ufcstats.com/fighter-details/5b407acfe0ef9b76,True,14528.0,39
Nissen Osterneck,74.0,185.0,,Orthodox,1981-05-01,http://ufcstats.com/fighter-details/d632d156c0549e07,True,15867.0,43
